run_id,backend,latency_ms
330,cpu,0.241417
331,cpu,0.396584
332,cpu,0.453583
333,cpu,0.316917
334,cpu,0.290958
335,cpu,0.280000
336,cpu,0.276209
337,cpu,0.270625
338,cpu,0.270542
339,cpu,0.268417
340,cpu,0.269666
341,cpu,0.227458
342,cpu,0.227667
343,cpu,0.225625
344,cpu,0.226625
345,cpu,0.225458
346,cpu,0.226083
347,cpu,0.226708
348,cpu,0.225291
349,cpu,0.225458
350,cpu,0.224458
351,mps,10.712958
352,mps,6.274958
353,mps,5.587750
354,mps,5.446500
355,mps,5.312084
356,mps,5.429000
357,mps,4.865250
358,mps,4.472542
359,mps,4.404458
360,mps,4.193958
361,mps,4.063625
362,mps,3.833167
363,mps,3.662209
364,mps,3.966458
365,mps,3.651750
366,mps,3.521334
367,mps,3.518333
368,mps,3.502750
369,mps,3.517542
370,mps,3.367875
371,mps,3.404250
372,mps,3.369416
373,mps,3.391042
374,mps,3.355541
375,mps,3.285042
376,mps,3.271042
377,mps,3.276625
378,mps,3.244791
379,mps,3.186083
380,mps,3.153291
381,mps,3.182000
382,mps,3.156292
383,mps,3.138458
384,mps,3.103083
385,mps,3.088833
386,mps,3.118500
387,mps,3.084166
388,mps,3.109042
389,mps,3.039584
390,mps,3.038417
391,mps,3.022667
392,mps,3.052250
393,mps,3.044375
394,mps,3.043416
395,mps,3.020750
396,mps,2.993833
397,mps,2.957834
398,mps,2.993583
399,mps,2.973875
400,mps,3.008583
401,cpu,3.481208
402,cpu,0.308625
403,cpu,0.281084
404,cpu,0.238334
405,cpu,0.233084
406,cpu,0.228625
407,cpu,0.315833
408,cpu,0.285042
409,cpu,0.226542
410,cpu,0.226041
411,cpu,0.274375
412,cpu,0.271250
413,cpu,0.272292
414,cpu,0.271666
415,cpu,0.280625
416,cpu,0.295625
417,cpu,0.302208
418,cpu,0.306125
419,cpu,0.251500
420,cpu,0.366833
421,cpu,0.309417
422,cpu,0.370833
423,cpu,0.327375
424,cpu,0.368666
425,cpu,0.282625
426,cpu,0.240708
427,cpu,0.230500
428,cpu,0.356083
429,cpu,0.221416
430,cpu,0.132500
431,cpu,0.303583
432,cpu,0.267667
433,cpu,0.142250
434,cpu,0.114417
435,cpu,0.190083
436,cpu,0.105917
437,cpu,0.114667
438,cpu,0.131500
439,cpu,0.109708
440,cpu,0.119709
441,cpu,0.107708
442,cpu,0.556709
443,cpu,0.190541
444,cpu,0.133625
445,cpu,0.106875
446,cpu,0.103584
447,cpu,0.102458
448,cpu,0.104875
449,cpu,0.182458
450,cpu,0.107083
451,mps,12.502125
452,mps,3.691917
453,mps,3.985333
454,mps,3.657875
455,mps,3.900375
456,mps,3.547542
457,mps,3.933958
458,mps,3.333584
459,mps,5.143000
460,mps,4.518708
461,mps,3.353250
462,mps,3.646667
463,mps,4.278834
464,mps,5.230083
465,mps,3.673000
466,mps,8.294583
467,mps,4.987042
468,mps,4.155916
469,mps,3.558416
470,mps,3.981125
471,mps,3.204334
472,mps,3.438166
473,mps,3.205500
474,mps,5.034583
475,mps,3.798333
476,mps,3.528542
477,mps,3.288125
478,mps,5.629792
479,mps,3.277000
480,mps,3.522417
481,mps,3.395291
482,mps,5.570125
483,mps,3.274250
484,mps,3.451667
485,mps,3.156458
486,mps,3.200916
487,mps,3.467125
488,mps,3.191291
489,mps,5.807417
490,mps,6.432458
491,mps,3.416834
492,mps,3.758209
493,mps,3.299916
494,mps,3.239667
495,mps,3.647500
496,mps,3.189209
497,mps,3.730709
498,mps,3.166625
499,mps,5.687583
500,mps,3.235250
501,cpu,1.209334
502,cpu,0.762708
503,cpu,0.496584
504,cpu,0.555416
505,cpu,0.422750
506,cpu,0.313334
507,cpu,0.310625
508,cpu,0.308084
509,cpu,0.305917
510,cpu,0.306375
511,cpu,0.304792
512,cpu,0.303792
513,cpu,0.303209
514,cpu,0.303000
515,cpu,0.305000
516,cpu,0.302916
517,cpu,0.302292
518,cpu,0.303875
519,cpu,0.305083
520,cpu,0.267958
521,cpu,0.221958
522,cpu,0.220250
523,cpu,0.221292
524,cpu,0.264750
525,cpu,0.270375
526,cpu,0.269042
527,cpu,0.274084
528,cpu,0.272250
529,cpu,0.281375
530,cpu,0.296834
531,cpu,0.250167
532,cpu,0.242291
533,cpu,0.246791
534,cpu,0.239500
535,cpu,0.240375
536,cpu,0.237959
537,cpu,0.243250
538,cpu,0.133125
539,cpu,0.108125
540,cpu,0.101709
541,cpu,0.105917
542,cpu,0.098291
543,cpu,0.096916
544,cpu,0.097000
545,cpu,0.096125
546,cpu,0.095833
547,cpu,0.097500
548,cpu,0.095833
549,cpu,0.095416
550,cpu,0.098875
551,mps,7.645209
552,mps,4.457041
553,mps,3.428125
554,mps,3.367792
555,mps,3.403750
556,mps,3.465709
557,mps,3.366833
558,mps,3.405125
559,mps,3.236125
560,mps,3.372500
561,mps,3.320083
562,mps,3.211625
563,mps,3.383667
564,mps,3.090667
565,mps,3.565667
566,mps,3.286792
567,mps,3.301708
568,mps,3.156584
569,mps,3.141291
570,mps,3.141167
571,mps,3.189083
572,mps,3.155875
573,mps,3.076125
574,mps,3.173750
575,mps,3.326291
576,mps,3.188625
577,mps,3.246917
578,mps,3.097583
579,mps,3.152292
580,mps,3.062542
581,mps,3.083292
582,mps,3.193541
583,mps,3.114834
584,mps,3.419292
585,mps,3.127875
586,mps,3.100542
587,mps,3.196625
588,mps,3.072250
589,mps,3.092708
590,mps,3.066500
591,mps,3.081000
592,mps,3.279958
593,mps,3.109166
594,mps,3.065458
595,mps,5.259334
596,mps,4.462333
597,mps,3.207625
598,mps,3.119208
599,mps,3.111708
600,mps,3.067167
601,cpu,2.661166
602,cpu,0.479500
603,cpu,0.335417
604,cpu,0.320833
605,cpu,0.322625
606,cpu,0.315458
607,cpu,0.315208
608,cpu,0.308833
609,cpu,0.305458
610,cpu,0.305875
611,cpu,0.303791
612,cpu,0.302625
613,cpu,0.302292
614,cpu,0.312125
615,cpu,0.297542
616,cpu,0.267416
617,cpu,0.266709
618,cpu,0.267875
619,cpu,0.267292
620,cpu,0.268250
621,cpu,0.267417
622,cpu,0.266125
623,cpu,0.265875
624,cpu,0.266291
625,cpu,0.265792
626,cpu,0.239583
627,cpu,0.237500
628,cpu,0.236000
629,cpu,0.244000
630,cpu,0.247291
631,cpu,0.244875
632,cpu,0.229500
633,cpu,0.235125
634,cpu,0.225750
635,cpu,0.234541
636,cpu,0.227208
637,cpu,0.221666
638,cpu,0.302208
639,cpu,0.120875
640,cpu,0.108292
641,cpu,0.103875
642,cpu,0.104334
643,cpu,0.102875
644,cpu,0.100959
645,cpu,0.097125
646,cpu,0.096959
647,cpu,0.099917
648,cpu,0.095792
649,cpu,0.099416
650,cpu,0.099083
651,mps,16.738000
652,mps,4.326583
653,mps,3.405833
654,mps,3.217500
655,mps,3.184167
656,mps,3.145875
657,mps,3.131750
658,mps,3.125708
659,mps,3.178584
660,mps,3.134042
661,mps,3.084084
662,mps,3.084584
663,mps,3.070750
664,mps,3.074709
665,mps,3.077917
666,mps,3.062792
667,mps,3.180333
668,mps,3.091583
669,mps,3.088292
670,mps,3.063750
671,mps,3.062625
672,mps,3.072666
673,mps,3.068291
674,mps,3.066958
675,mps,3.188958
676,mps,3.478500
677,mps,3.220709
678,mps,3.138250
679,mps,3.128500
680,mps,3.091666
681,mps,3.064792
682,mps,3.058500
683,mps,3.193542
684,mps,3.117541
685,mps,3.113083
686,mps,3.109917
687,mps,3.165375
688,mps,4.615958
689,mps,3.735667
690,mps,3.226667
691,mps,3.148625
692,mps,3.119333
693,mps,3.102458
694,mps,3.404791
695,mps,3.087792
696,mps,3.088667
697,mps,3.071417
698,mps,3.143916
699,mps,3.115875
700,mps,3.134708
701,cpu,2.401208
702,cpu,0.339333
703,cpu,0.333292
704,cpu,0.316291
705,cpu,0.311917
706,cpu,0.312500
707,cpu,0.313750
708,cpu,0.311542
709,cpu,0.308916
710,cpu,0.319541
711,cpu,0.308625
712,cpu,0.306542
713,cpu,0.275334
714,cpu,0.270583
715,cpu,0.271084
716,cpu,0.270167
717,cpu,0.278291
718,cpu,0.379625
719,cpu,0.258667
720,cpu,0.232834
721,cpu,0.274666
722,cpu,0.272333
723,cpu,0.257584
724,cpu,0.240000
725,cpu,0.238792
726,cpu,0.238333
727,cpu,0.237417
728,cpu,0.236000
729,cpu,0.400875
730,cpu,0.173833
731,cpu,0.117875
732,cpu,0.108333
733,cpu,0.106375
734,cpu,0.103167
735,cpu,0.102208
736,cpu,0.101125
737,cpu,0.101083
738,cpu,0.101250
739,cpu,0.100042
740,cpu,0.100292
741,cpu,0.101084
742,cpu,0.101334
743,cpu,0.100042
744,cpu,0.100083
745,cpu,0.100125
746,cpu,0.100292
747,cpu,0.099333
748,cpu,0.099375
749,cpu,0.101000
750,cpu,0.099625
751,mps,7.750584
752,mps,3.620292
753,mps,3.477625
754,mps,3.689000
755,mps,3.583167
756,mps,3.637708
757,mps,3.571792
758,mps,3.602084
759,mps,7.527209
760,mps,3.831708
761,mps,3.472375
762,mps,3.821875
763,mps,3.456625
764,mps,3.193458
765,mps,3.177459
766,mps,3.328000
767,mps,4.898541
768,mps,3.330000
769,mps,3.136625
770,mps,3.124125
771,mps,3.101417
772,mps,3.324417
773,mps,3.356125
774,mps,3.121667
775,mps,3.111459
776,mps,3.189000
777,mps,6.139375
778,mps,3.565459
779,mps,3.199791
780,mps,3.149542
781,mps,4.573042
782,mps,3.278625
783,mps,3.165833
784,mps,3.135958
785,mps,3.233833
786,mps,3.098625
787,mps,3.134625
788,mps,3.183375
789,mps,3.230334
790,mps,3.484459
791,mps,3.182292
792,mps,3.134833
793,mps,3.085292
794,mps,3.125083
795,mps,3.098958
796,mps,4.130000
797,mps,3.176500
798,mps,3.096750
799,mps,3.117708
800,mps,3.268333
801,cpu,0.958833
802,cpu,0.584375
803,cpu,0.428334
804,cpu,0.329708
805,cpu,0.321167
806,cpu,0.316167
807,cpu,0.314333
808,cpu,0.311125
809,cpu,0.310250
810,cpu,0.308750
811,cpu,0.308542
812,cpu,0.312083
813,cpu,0.239500
814,cpu,0.243000
815,cpu,0.239625
816,cpu,0.237750
817,cpu,0.260000
818,cpu,0.272792
819,cpu,0.237625
820,cpu,0.280291
821,cpu,0.278583
822,cpu,0.657167
823,cpu,0.245584
824,cpu,0.226791
825,cpu,0.224959
826,cpu,0.270750
827,cpu,0.270833
828,cpu,0.252583
829,cpu,0.244833
830,cpu,0.241875
831,cpu,0.244542
832,cpu,0.226500
833,cpu,0.225125
834,cpu,0.223000
835,cpu,0.222167
836,cpu,0.221666
837,cpu,0.221917
838,cpu,0.259125
839,cpu,0.149334
840,cpu,0.114250
841,cpu,0.105625
842,cpu,0.102959
843,cpu,0.102084
844,cpu,0.100459
845,cpu,0.100584
846,cpu,0.099875
847,cpu,0.099000
848,cpu,0.098667
849,cpu,0.098541
850,cpu,0.098417
851,mps,6.538917
852,mps,3.173041
853,mps,3.147167
854,mps,3.100292
855,mps,3.099584
856,mps,3.288208
857,mps,3.151625
858,mps,3.100792
859,mps,3.195166
860,mps,3.124166
861,mps,3.114542
862,mps,3.097083
863,mps,3.104916
864,mps,3.082333
865,mps,3.099750
866,mps,3.082750
867,mps,3.088084
868,mps,3.079666
869,mps,3.085583
870,mps,3.076584
871,mps,3.094208
872,mps,3.078334
873,mps,3.074291
874,mps,3.084000
875,mps,3.088833
876,mps,3.069375
877,mps,3.404250
878,mps,3.087916
879,mps,3.087541
880,mps,3.077459
881,mps,3.060084
882,mps,3.090375
883,mps,3.069333
884,mps,3.080792
885,mps,3.075417
886,mps,3.072042
887,mps,3.061958
888,mps,3.054792
889,mps,3.079125
890,mps,3.073458
891,mps,3.060083
892,mps,3.063417
893,mps,3.062333
894,mps,3.074667
895,mps,3.080459
896,mps,3.057250
897,mps,4.601667
898,mps,3.947292
899,mps,3.311750
900,mps,3.094208
901,cpu,1.227583
902,cpu,0.719583
903,cpu,0.798875
904,cpu,0.390334
905,cpu,0.344166
906,cpu,0.380584
907,cpu,0.358291
908,cpu,0.331750
909,cpu,0.320041
910,cpu,0.317042
911,cpu,0.317084
912,cpu,0.316541
913,cpu,0.281084
914,cpu,0.321375
915,cpu,0.310000
916,cpu,0.287125
917,cpu,0.281709
918,cpu,0.278291
919,cpu,0.276833
920,cpu,0.276042
921,cpu,0.275083
922,cpu,0.274791
923,cpu,0.309292
924,cpu,0.279084
925,cpu,0.259292
926,cpu,0.253959
927,cpu,0.255584
928,cpu,0.293250
929,cpu,0.416917
930,cpu,0.119583
931,cpu,0.107875
932,cpu,0.104500
933,cpu,0.101875
934,cpu,0.101333
935,cpu,0.100625
936,cpu,0.099500
937,cpu,0.099125
938,cpu,0.098833
939,cpu,0.098458
940,cpu,0.098417
941,cpu,0.098500
942,cpu,0.098416
943,cpu,0.098042
944,cpu,0.097917
945,cpu,0.101000
946,cpu,0.097458
947,cpu,0.097833
948,cpu,0.097417
949,cpu,0.098167
950,cpu,0.098542
951,mps,7.385875
952,mps,3.135583
953,mps,3.247833
954,mps,4.260584
955,mps,3.098542
956,mps,3.046792
957,mps,3.059292
958,mps,3.053625
959,mps,3.133167
960,mps,3.812375
961,mps,3.020250
962,mps,3.062250
963,mps,3.041333
964,mps,3.059375
965,mps,5.610916
966,mps,3.867041
967,mps,3.240958
968,mps,3.088292
969,mps,3.333667
970,mps,3.492458
971,mps,3.049500
972,mps,3.027916
973,mps,3.290334
974,mps,3.038417
975,mps,3.811541
976,mps,3.117917
977,mps,3.306625
978,mps,3.299625
979,mps,3.847250
980,mps,3.068500
981,mps,3.212084
982,mps,3.142000
983,mps,3.886875
984,mps,3.523583
985,mps,3.218792
986,mps,3.177375
987,mps,3.069666
988,mps,3.752750
989,mps,3.052792
990,mps,3.229959
991,mps,3.152792
992,mps,3.154834
993,mps,3.885042
994,mps,3.140541
995,mps,3.156458
996,mps,3.151375
997,mps,3.144792
998,mps,3.749208
999,mps,3.120917
1000,mps,3.109875
